,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
185,N/A,N/A,ftr,N/A,N/A,N/A,N/A,N/A,521.11,4.492307692307692,N/A,0.20,76540000.0,15.16,3.15,8900000000.0,119.97,687309600.0,18170000000.0,76540000.0,1.95,1.95,4.98,8900000000.0,8900000000.0,3640000000.0,1.95,1.95,61.57,61.57,1670000000.0,3.64,17770000000.0,0.70,43.46,1890000000.0,0.73,69.69,0.00,254.5,1.1,0.00,69.69,8.76,78460000.0,N/A
186,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,43.42,27.289473684210524,N/A,1.34,0.22,5.04,0.80,0.80,27.83,1159054900.0,9.78,9.78,11.27,11.27,11.27,3050000000.0,1080000000.0,287120000.0,6890000.0,0.38,37.72,37.72,165560000.0,287120000.0,3150000000.0,3150000000.0,7.73,37.72,7.73,0.60,102.19,13150000.0,14.35,16.04,11540000.0,10.37,111770000.0,N/A
187,N/A,N/A,gd,N/A,N/A,N/A,N/A,N/A,34.82,23.091004184100417,N/A,5.72,9.40,13.49,7.65,26.79,103.53,65547297500.0,67379999999.99999,17.87,1.61,2.17,14.59,30970000000.0,6190000000.0,4620000000.0,2910000000.0,9.56,12.90,8.10,3880000000.0,10.07,3980000000.0,1.40,38.62,3840000000.0,0.85,5.92,86.93,5.92,0.00,0.00,5.92,220.75,296930000.0,N/A
188,N/A,N/A,ge,N/A,N/A,N/A,N/A,N/A,157.61,13.669811320754716,N/A,1.96,8660000000.0,N/A,33409999999.999996,33409999999.999996,13.87,125628300000.0,180480000000.0,13.67,2.79,1.50,14.96,123690000000.0,33409999999.999996,134600000000.0,1.06,1.06,9.58,9.58,56200000000.0,9.45,134600000000.0,74.35,7.41,9.58,0.7,0.09,57.93,123360000.0,1.15,1.42,101480000.0,14.49,8670000000.0,N/A
189,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,4.33,17.80722891566265,N/A,1.32,67180000.0,3.12,2.82,0.17,27.33,1215950600.0,1090000000.0,17.81,5.91,0.48,8.02,2210000000.0,745040000.0,135480000.0,0.83,0.83,3.30,3.30,71460000.0,2.83,40900000.0,2.58,11.18,67490000.0,11.18,30.09,85.50,12060000.0,12.49,33.81,10680000.0,14.78,82270000.0,N/A
190,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,186.07,22.98860398860399,N/A,5.15,17.73,54.58,13.99,23.30,19.98,105703900000.0,107320000000.0,12.17,4.11,4.11,6.95,30390000000.0,26130000000.0,15430000000.0,4630000000.0,3.51,83.31,83.31,16670000000.000002,28.05,38150000000.0,3.55,15.67,83.31,1.28,0.69,80.77,19990000.0,2.14,1.54,19600000.0,80.69,1310000000.0,N/A
191,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,180.69,19.956043956043956,N/A,7.32,10.29,17.09,7.60,30.59,26.99,31001299200.0,40600000000.0,16.31,2.98,2.61,12.56,15620000000.0,5560000000.0,3230000000.0,1600000000.0,2.73,2.10,2.10,2310000000.0,1.69,9730000000.0,0.81,7.44,2800000000.0,0.43,0.31,76.89,0.31,0.01,0.00,0.31,54.48,569040000.0,N/A
192,N/A,N/A,glw,N/A,N/A,N/A,N/A,N/A,32.57,15.005128205128207,N/A,1.87,855100000.0,16.11,3.68,4030000000.0000005,11.30,25088987000.0,26090000000.0,15.01,1.82,2.58,9.36,10120000000.0,4030000000.0000005,2790000000.0,1.95,1.95,6.50,6.50,1190000000.0,5.03,5140000000.0,2.75,15.65,6.50,1.07,0.28,75.27,29240000.0,4.92,3.16,24630000.0,29.26,857450000.0,N/A
193,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,260.27,6.407582938388626,N/A,1.62,1210000000.0,7.35,3.08,0.82,99.38,56784000000.0,131880000000.0,6.41,0.44,0.91,5.94,145590000000.0,19590000000.0,22210000000.0,6.33,6.33,13.85,13.85,17330000000.0,13.92,94220000000.0,0.89,25.00,17330000000.0,1.55,10.13,75.34,36740000.0,2.76,2.43,36780000.0,40.56,1400000000.0,N/A
194,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,35.32,4.574344023323615,N/A,0.69,3.98,6.53,6.68,15.74,86.29,1589397000.0,1970000000.0,4.73,0.40,0.22,2.71,8610000000.0,3010000000.0,727400000.0,349300000.0,3.43,19.50,1.50,537100000.0,4.49,817200000.0,1.21,22.84,388400000.0,1.25,2.47,117.37,31290000.0,12.33,37.35,27630000.0,15.69,101300000.0,N/A
195,N/A,N/A,gnw,N/A,N/A,N/A,N/A,N/A,29.84,1.785276073619632,N/A,0.11,9.85,12.21,0.60,6.28,16.62,1452555600.0,2270000000.0,2.97,0.59,0.27,2.09,8369999999.999999,1850000000.0,1090000000.0,1.63,1.63,12.21,12.21,1850000000.0,7.57,4570000000.0,1.64,26.88,12.21,2.53,0.27,69.06,13020000.0,4.8,2.61,12060000.0,2.91,499160000.0,N/A
196,N/A,N/A,goog,N/A,N/A,N/A,N/A,N/A,2.60,0.08333333333333333,N/A,5.06,11.42,26.05,9.90,8.69,159.99,524760000.0,663310000000.0,22.90,1.08,5.98,18.54,110860000000.0,65269999999.99999,35780000000.0,12660000000.0,18.00,24.00,24.00,37090000000.0,146.51,3970000000.0,5.14,219.50,37090000000.0,1.16,11.67,70.71,3650000.0,2.64,0.00,3600000.0,1.50,349840000.0,N/A
197,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,93.67,22.33014354066986,N/A,4.01,3.78,6.19,5.93,18.49,110.84,13684577400.0,16809999999.999998,15.40,1.98,1.03,14.28,15340000000.0,4600000000.0,1180000000.0,616760000.0,4.18,11.30,11.30,946080000.0,2.15,3250000000.0,1.34,23.27,815040000.0,1.01,2.84,77.14,2.84,0.00,0.00,2.84,93.34,146610000.0,N/A
198,N/A,N/A,gps,N/A,N/A,N/A,N/A,N/A,41.27,14.847926267281107,N/A,4.14,5.57,8.80,10.73,30.02,39.08,12529069200.0,12190000000.0,13.89,1.68,0.79,6.35,15520000000.0,5640000000.0,1920000000.0,2.17,2.17,13.70,1.10,1720000000.0,3.48,1250000000.0,1.73,7.77,1520000000.0,0.51,37.69,60.17,98.11,0.72,0.00,19.36,32.22,388860000.0,N/A
199,N/A,N/A,grmn,N/A,N/A,N/A,N/A,N/A,16.27,16.862905423821203,N/A,3.19,22.65,21.22,8.61,19.79,16.27,11600625000.0,11080000000.0,20.69,4.50,3.62,15.04,3020000000.0,1680000000.0,736800000.0,692780000.0,3.669,18.20,2.90,705680000.0,6.11,1.89,2.76,19.41,675890000.0,0.77,37.50,44.00,15120000.0,13.06,13.74,14380000.0,61.87,187500000.0,N/A
200,N/A,N/A,grpn,N/A,N/A,N/A,N/A,N/A,93.00,17.916666666666668,N/A,12.82,0.49,1.09,1.13,11.07,5.08,2414579000.0,1890000000.0,17.90,0.68,0.66,16.88,2840000000.0,1330000000.0,111790000.0,16010000.000000002,0.24,46.90,46.90,135080000.0,1.57,234210000.0,0.95,0.34,135080000.0,1.84,30.67,58.49,36240000.0,3.68,12.72,35530000.0,4.30,561530000.0,N/A
201,N/A,N/A,gs,N/A,N/A,N/A,N/A,N/A,474.39,29.234184239733626,N/A,1.46,13.36,35.29,0.48,5.06,79.86,99354479999.99998,66250000000.0,10.97,0.52,2.07,5.23,30610000000.0,30610000000.0,1.99,3660000000.0,9.01,89.28,89.28,5570000000.0,1.99,1.99,3.07,179.96,89.28,1.37,1.86,79.31,5930000.0,2.23,1.52,4740000.0,263.40,377200000.0,N/A
202,N/A,N/A,gt,N/A,N/A,N/A,N/A,N/A,118.12,21.27007299270073,N/A,1.52,2.25,9.08,5.20,7.62,61.76,7003216200.0,11770000000.0,6.53,1.22,0.76,5.51,15380000000.0,3660000000.0,2140000000.0000002,1.37,1.37,8.80,8.80,1160000000.0,4.34,5730000000.0,1.21,19.17,1160000000.0,1.43,0.35,99.98,21810000.0,6.34,8.69,21550000.0,29.14,240330000.0,N/A
203,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,312.11,8.251366120218579,N/A,1.84,14.91,28.61,5.53,25.26,12.35,1249525000.0,2740000000.0,8.34,1.49,3.09,8.38,812470000.0,337330000.0,326820000.0,132220000.0,1.83,7.10,7.10,206630000.0,2.41,1840000000.0,3.28,8.22,217560000.0,8.22,4.70,94.63,4400000.0,4.7,6.94,3520000.0,15.10,82750000.0,N/A
204,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,128.16,26.12674650698603,N/A,8.07,5.62,10.06,11.40,33.34,180.75,14746630700.000002,16860000000.0,17.05,1.45,1.62,12.85,10140000000.0,4110000000.0000005,1310000000.0,585730000.0,10.02,160.60,6.50,56090000.0,5.8,2340000000.0,2.13,32.45,1060000000.0,0.7,8.49,85.61,8700000.0,5.66,16.51,9070000.0,261.79,56330000.0,N/A
205,N/A,N/A,hal,N/A,N/A,N/A,N/A,N/A,131.06,13.453757225433526,N/A,4.88,872240000.0,9.74,4.82,2270000000.0,23.70,40727060500.0,49800000000.0,13.45,0.91,2.41,13.97,20620000000.0,2270000000.0,3560000000.0,3.46,3.46,47.70,47.70,2470000000.0,2.75,10940000000.0,2.22,9.53,2470000000.0,1.22,0.26,83.03,26130000.0,3.11,3.02,22490000.0,46.55,874910000.0,N/A
206,N/A,N/A,has,N/A,N/A,N/A,N/A,N/A,101.02,31.75,N/A,6.74,7.61,15.56,9.76,21.35,41.67,12338913600.0,12580000000.0,17.17,2.00,2.41,12.81,5020000000.0,3110000000.0,982200000.0,396610000.0,3.12,52.49,52.49,774870000.0,12.7,1850000000.0,2.90,14.69,724380000.0,0.61,8.72,84.88,4760000.0,2.18,4.20,5810000.0,99.06,124560000.0,N/A
207,N/A,N/A,hban,N/A,N/A,N/A,N/A,N/A,3.79,16.05,N/A,1.77,28.88,40.93,1.16,11.23,3.79,17173500000.000002,29530000000.0,12.25,1.03,7.19,12.05,3780000000.0,2380000000.0,14350000000.0,1110000000.0,1.00,96.80,7.30,1220000000.0,1.66,14350000000.0,4110000000.0000005,9.09,1950000000.0,1.47,0.97,82.59,16430000.0,1.95,1.52,19610000.0,16.05,1070000000.0000001,N/A
208,N/A,N/A,hcn,N/A,N/A,N/A,N/A,N/A,73.71,21.8582995951417,N/A,1.43,23.12,26.56,2.40,6.27,11.52,19995736400.0,31910000000.0,30.16,9.36,7.59,15.61,4179999999.9999995,2310000000.0,2040000000.0,908160000.0,2.47,1.60,1.60,1630000000.0,0.64,11520000000.0,1.39,37.83,1510000000.0,0.26,0.27,88.28,12050000.0,7.4,4.40,11260000.0,53.99,370360000.0,N/A
209,N/A,N/A,hcp,N/A,N/A,N/A,N/A,N/A,140.89,24.772727272727273,N/A,1.93,22.41,22.00,1.70,7.33,3.94,10233792000.0,18650000000.0,33.54,12.30,10.09,19.84,1790000000.0,1790000000.0,940100000.0,413010000.0,0.88,55.73,55.73,847040000.0,0.12,7880000000.0,3.13,11.29,847040000.0,0.42,0.27,89.92,9760000.0,2.65,2.43,9500000.0,21.80,469440000.0,N/A
210,N/A,N/A,hd,N/A,N/A,N/A,N/A,N/A,85.66,25.425,N/A,84.09,8.55,14.55,20.97,298.26,85.66,214180200000.0,240020000000.0,18.44,1.36,2.38,14.34,94590000000.0,32310000000.000004,16739999999.999998,8630000000.0,7.20,5.20,7.50,9780000000.0,3.1,27030000000.0,1.17,2.18,12030000000.0,1.02,0.11,71.88,11970000.0,2.9,1.00,11480000.0,183.06,1170000000.0,N/A
211,N/A,N/A,hes,N/A,N/A,N/A,N/A,N/A,56.48,14.637540453074433,N/A,1.28,263820000.0,N/A,1820000000.0,1820000000.0,17.02,14371832499.999998,16510000000.000002,263820000.0,3.09,3.09,9.50,4760000000.0,1820000000.0,1740000000.0,3.09,3.09,19.90,19.90,1630000000.0,15.46,6980000000.0,2.53,35.24,19.90,1.75,11.30,93.41,28320000.0,5.92,10.35,33400000.0,45.23,317750000.0,N/A
212,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,37.04,11.10082304526749,N/A,1.43,351760000.0,6.12,0.29,6950000000.0,46.67,19249360000.0,21750000000.0,11.10,0.71,1.28,15.11,18300000000.0,6950000000.0,1440000000.0,4.86,4.86,0.40,0.40,2069999999.9999998,6.87,0.04,1.04,37.82,0.40,0.61,0.25,93.69,4430000.0,2.28,1.20,4640000.0,53.95,356800000.0,N/A
213,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,378.90,15.331125827814569,N/A,4.22,9.24,15.78,5.61,27.72,32.83,7728859000.0,14150000000.0,11.72,1.66,2.51,12.75,3730000000.0,2270000000.0,1110000000.0,521760000.0,3.02,10.70,10.70,1170000000.0,4.09,6990000000.0,1.23,10.96,1010000000.0,0.57,0.46,104.35,27840000.0,10.01,15.91,27330000.0,46.30,166930000.0,N/A
214,N/A,N/A,hon,N/A,N/A,N/A,N/A,N/A,102.51,71.98598130841121,N/A,6.70,4.08,17.64,7.87,9.18,53.19,1346397000.0,122900000000.0,17.77,2.05,3.03,14.87,40530000000.0,12960000000.0,8270000000.0,1660000000.0,2.14,8.60,8.60,5970000000.0,14.38,17880000000.0,1.38,22.98,5970000000.0,0.98,0.28,79.30,8740000.0,3.71,1.15,8130000.000000001,154.05,8740000.0,N/A
215,N/A,N/A,hov,N/A,N/A,N/A,N/A,N/A,16.60,1.2473684210526317,N/A,1.90,121030000.0,2.03,1.47,351170000.0,16.60,314356800.0,1770000000.0,121030000.0,1.90,0.72,32.78,2450000000.0,351170000.0,54120000.0,1.90,1.90,12.01,12.01,297550000.0,3.14,1760000000.0,5.66,1.90,297550000.0,1.45,9.39,46.75,8640000.0,7.59,7.06,8630000.0,2.37,132639999.99999999,N/A
216,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,10.74,17.421621621621618,N/A,1.53,20.34,20.34,8.99,8.99,18.42,7017760199.999999,7090000000.0,80.57,179.19,3.55,15.70,1800000000.0,555420000.0,451520000.0,402430000.0,3.70,53.00,53.00,357220000.0,3.91,493170000.0,3.28,42.17,355060000.0,1.48,2.94,110.79,2.94,0.00,0.00,2.94,64.46,108870000.0,N/A
217,N/A,N/A,hpq,N/A,N/A,N/A,N/A,N/A,30.84,14.304054054054056,N/A,34.10,4.85,7.71,8.10,9580000000.0,30.84,34930500000.0,34880000000.0,11.14,1.71,0.67,7.99,52060000000.0,9580000000.0,4370000000.0,2530000000.0,1.48,36.20,11.30,3680000000.0,4.95,7830000000.0,1.00,34.10,3680000000.0,1.82,0.14,83.60,1220000.0,3.72,0.00,157.8,21.17,1650000000.0,N/A
218,N/A,N/A,hrb,N/A,N/A,N/A,N/A,N/A,14.70,14.122994652406417,N/A,408170000.0,12.91,23.13,23.28,1810000000.0,14.70,5521538700.0,6990000000.0,11.29,1.03,2.29,7.85,3040000000.0,1810000000.0,891080000.0,408170000.0,1.87,7.30,7.30,550090000.0,0.87,1490000000.0,1.13,408170000.0,622010000.0,408170000.0,0.68,104.04,31360000.0,12.04,17.22,30120000.0,26.41,209070000.0,N/A
219,N/A,N/A,hrl,N/A,N/A,N/A,N/A,N/A,5.06,20.81528662420382,N/A,3.50,9.24,13.54,11.62,18.04,17.35,17309942399.999996,17710000000.0,17.57,36.87,1.93,12.90,9170000000.0,762100000.0,1370000000.0,846730000.0,1.57,21.85,21.85,1010000000.0,0.84,1.02,1.91,9.34,1010000000.0,0.15,49.07,41.62,49.07,0.00,0.00,49.07,32.68,529679999.99999994,N/A
220,N/A,N/A,hrs,N/A,N/A,N/A,N/A,N/A,130.90,37.57007125890736,N/A,6.26,8.63,18.77,6.53,20.68,49.78,18779524100.0,22100000000.0,20.41,0.80,3.70,16.28,5900000000.0,2089999999.9999998,1360000000.0,4.21,4.21,5.90,5.90,2730000000.0,3.55,3920000000.0,1.23,25.25,5.90,1.15,0.40,86.04,1630000.0,2.88,1.77,1470000.0,158.17,118730000.0,N/A
221,N/A,N/A,hst,N/A,N/A,N/A,N/A,N/A,54.52,23.728395061728392,N/A,2.01,11.07,13.27,3.84,8.34,7.32,14224529800.0,17880000000.0,28.26,0.89,3.31,12.47,5430000000.0,3420000000.0,1430000000.0,0.81,0.81,0.00,28.27,1300000000.0,1.07,3960000000.0,3.89,9.58,1250000000.0,1.21,1.92,103.23,45040000.0,6.76,7.52,50140000.0,19.22,740090000.0,N/A
222,N/A,N/A,hsy,N/A,N/A,N/A,N/A,N/A,313.50,26.74590163934426,N/A,22.18,10.42,20.66,17.52,86.01,35.41,20625423000.0,23630000000.0,17.14,1.95,3.14,13.11,7440000000.0,3160000000.0,1800000000.0,782980000.0,3.66,58.10,45.90,983480000.0,1.8,2920000000.0,0.96,4.41,58.10,4.41,0.15,76.67,3060000.0,3.08,2.02,2310000.0,97.89,210700000.0,N/A
223,N/A,N/A,htz,N/A,N/A,N/A,N/A,N/A,105.72,9.255208333333334,N/A,1.72,43510000.0,1.79,0.46,1270000000.0,105.72,1487704400.0,16719999999.999998,43510000.0,1.92,1.92,40.99,8800000000.0,1270000000.0,15920000000.0,1.92,1.92,125.60,1.20,2530000000.0,8.93,15920000000.0,1.07,10.31,2460000000.0,10.31,0.62,120.38,24260000.0,4.78,44.70,22020000.0,17.77,83720000.0,N/A
224,N/A,N/A,hum,N/A,N/A,N/A,N/A,N/A,51.42,15.84651992861392,N/A,3.73,4.55,6.46,8.26,23.85,372.11,36675198400.0,28270000000.0,16.37,1.35,0.53,7.70,54380000000.0,9370000000.0,3670000000.0,2450000000.0,16.81,2.40,2.40,1940000000.0,98.77,5060000000.0,1.85,71.49,4050000000.0,0.77,0.32,100.17,3610000.0,2.99,2.43,3010000.0,266.38,137680000.0,N/A
225,N/A,N/A,ibm,N/A,N/A,N/A,N/A,N/A,264.17,25.074918566775246,N/A,8.09,7.27,14.91,6.07,31.89,84.84,142534628400.0,178630000000.0,10.85,3.84,2.26,10.93,79920000000.0,38290000000.0,16340000000.0,5760000000.0,6.14,3.60,3.60,16960000000.0,13.61,46820000000.0,1.33,19.03,16719999999.999998,1.08,0.10,58.36,16840000.0,2.71,1.79,15320000.0,153.96,925790000.0,N/A
226,N/A,N/A,ice,N/A,N/A,N/A,N/A,N/A,35.98,17.224586288416074,N/A,2.51,54.31,52.93,1.91,15.53,7.86,42425649400.0,13930000000.0,18.45,1.30,3.01,4.90,5650000000.0,5650000000.0,2840000000.0,2510000000.0,4.23,258.10,0.50,2080000000.0,4.79,6100000000.0,0.99,29.03,2080000000.0,0.55,92.14,0.30,92.14,0.00,0.00,92.14,72.86,582290000.0,N/A
227,N/A,N/A,iff,N/A,N/A,N/A,N/A,N/A,97.03,27.095785440613028,N/A,6.36,8.70,18.48,9.11,17.81,42.98,11170931200.0,12480000000.0,20.83,3.36,3.67,16.74,3120000000.0,1400000000.0,745870000.0,295660000.0,5.22,12.10,12.10,535409999.99999994,4.66,1640000000.0,2.47,22.25,390760000.0,1.24,0.24,87.46,1070000.0,3.91,1.72,1290000.0,141.44,78980000.0,N/A
228,N/A,N/A,igt,N/A,N/A,N/A,N/A,N/A,288.58,19.0,N/A,2.08,108110000.0,13.24,2.83,2020000000.0,24.23,5461561400.0,12950000000.0,19.00,2.63,2.63,9.05,5150000000.0,2020000000.0,1430000000.0,1.42,1.42,37.12,37.12,961890000.0,1.48,7640000000.0,0.84,13.00,941840000.0,1.51,51.88,44.77,3710000.0,1.59,3.49,4059999.9999999995,26.98,202430000.0,N/A
229,N/A,N/A,intc,N/A,N/A,N/A,N/A,N/A,38.85,23.08542713567839,N/A,3.12,15.30,29.28,9.71,14.20,13.35,214999200000.0,229030000000.0,12.12,1.45,3.65,8.64,59390000000.0,36190000000.0,26500000000.0,9600000000.0,1.99,4.10,4.10,21810000000.0,26500000000.0,26810000000.0,1.69,14.73,22110000000.0,1.13,0.04,71.28,148970000.0,4.88,3.16,134930000.0,45.94,4680000000.0,N/A
230,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,72.74,45.851851851851855,N/A,36.84,18.62,26.47,21.87,92.01,20.60,44309258000.0,44470000000.0,27.82,2.23,8.41,27.22,5180000000.0,4380000000.0,1630000000.0,3.78,3.78,13.90,13.90,1600000000.0,3.04,0.45,0.67,4.70,1730000000.0,1.38,4.69,89.33,2250000.0,2.29,0.92,2009999.9999999998,173.32,255650000.0,N/A
231,N/A,N/A,ip,N/A,N/A,N/A,N/A,N/A,170.57,11.38401559454191,N/A,3.69,9.86,8.74,3.53,38.71,52.63,24115112000.0,34060000000.000004,11.10,1.01,1.57,10.28,21080000000.0,5930000000.0,3310000000.0,2109999999.9999998,5.13,560.50,6.10,2480000000.0,2.47,11160000000.0,1.62,15.81,1760000000.0,1.73,0.59,83.97,4.9,0.00,0.00,4.9,58.40,412930000.0,N/A
232,N/A,N/A,ipg,N/A,N/A,N/A,N/A,N/A,92.12,16.71232876712329,N/A,4.71,7.34,12.35,25.94,25.94,20.23,9482084000.0,11240000000.0,13.12,1.97,1.43,9.94,7850000000.0,7850000000.0,1130000000.0,1.46,1.46,3.30,3.40,513400000.0,1.81,2100000000.0,7880000000.0,5.18,881800000.0,1.46,0.67,103.24,26740000.0,3.34,6.81,31780000.0,24.40,388610000.0,N/A
233,N/A,N/A,ir,N/A,N/A,N/A,N/A,N/A,56.39,17.859126984126984,N/A,3.14,9.18,12.16,6.07,19.21,55.70,22492598900.0,25260000000.0,15.41,1.96,1.78,12.31,14200000000.0,4390000000.0,2049999999.9999998,1330000000.0,5.04,139.10,7.70,1520000000.0,6.2,4059999999.9999995,1.27,28.62,1520000000.0,1.33,0.39,84.28,3390000.0,1.7,1.33,3940000.0,90.01,249890000.0,N/A
234,N/A,N/A,irm,N/A,N/A,N/A,N/A,N/A,294.67,45.608695652173914,N/A,3.88,4.78,19.20,4.51,8.75,14.46,8978705700.0,15280000000.0,24.40,0.84,3.97,12.01,3510000000.0,1940000000.0,1270000000.0,190110000.0,0.69,6.10,6.10,543890000.0,3.24,7040000000.0,1.47,8.11,720970000.0,0.33,3.39,91.94,20790000.0,19.4,9.49,21140000.0,31.47,285310000.0,N/A
235,N/A,N/A,isrg,N/A,N/A,N/A,N/A,N/A,28.01,73.4673721340388,N/A,9.90,21.09,34.51,11.02,12.57,28.01,46779688000.0,45400000000.0,37.63,3.63,14.51,38.64,3130000000.0,2190000000.0,1170000000.0,5.67,5.67,17.90,17.90,1140000000.0,17.46,3.57,3.99,42.08,1140000000.0,0.98,1.04,91.84,3850000.0,4.58,4.00,4160000.0,416.56,112300000.0,N/A
236,N/A,N/A,itw,N/A,N/A,N/A,N/A,N/A,181.48,33.18106995884773,N/A,12.01,11.79,23.75,13.28,38.13,41.60,55078353000.0,60340000000.0,19.29,1.59,4.22,15.63,13600000000.0,5700000000.0,3860000000.0,1690000000.0,4.86,6.80,6.80,2300000000.0,9.06,8330000000.0,2.38,13.43,2400000000.0,1.17,7.77,71.04,4920000.0,4.52,1.76,5300000.0,161.26,341550000.0,N/A
237,N/A,N/A,ivz,N/A,N/A,N/A,N/A,N/A,72.24,12.08,N/A,1.63,21.85,27.10,13.86,13.86,12.60,13523197600.0,17800000000.0,9.86,0.69,3.45,11.80,4730000000.0,4730000000.0,1510000000.0,1130000000.0,2.75,85.40,15.10,129300000.00000001,5.92,6400000000.0,5160000000.0,20.42,85.40,1.76,1.43,89.86,6120000.0,2.58,1.72,5760000.0,33.22,407080000.0,N/A
238,N/A,N/A,jbl,N/A,N/A,N/A,N/A,N/A,90.44,47.05357142857142,N/A,1.99,0.54,2.74,3.04,4.41,108.69,4617574000.0,9.05,9.05,0.84,0.31,4.61,19060000000.0,1550000000.0,1300000000.0,104860000.0,0.56,9.40,9.40,1260000000.0,4.26,2120000000.0,0.95,13.21,1050000000.0,0.44,2.90,100.82,13960000.0,6.33,8.16,12770000.0,26.35,175240000.0,N/A
239,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,57.53,23.509316770186334,N/A,1.71,4.95,11.40,4.41,8.10,32.73,35053642000.0,47530000000.0,12.45,1.22,1.56,10.35,30170000000.0,9340000000.0,4590000000.0,1510000000.0,1.61,4.90,4.90,1300000000.0,0.6,12500000000.0,1.11,22.17,1770000000.0,1.12,0.42,94.94,24360000.0,4.32,2.60,25740000.0,37.85,926120000.0,N/A
240,N/A,N/A,jcp,N/A,N/A,N/A,N/A,N/A,417.44,19.25,N/A,1.11,279880000.0,2.09,1.77,4480000000.0,40.09,1199544500.0,5520000000.0,19.25,0.44,0.44,6.63,12550000000.0,4480000000.0,4500000000.0,0.2,0.2,34.49,34.49,0.47,0.59,4500000000.0,1.44,3.46,34.49,0.43,1.82,81.50,150700000.0,6.91,52.84,148290000.0,3.85,311570000.0,N/A
241,N/A,N/A,jec,N/A,N/A,N/A,N/A,N/A,43.50,32.32291666666667,N/A,1.50,2.30,5.19,3.35,4.53,84.80,8792040200.0,10380000000.0,13.12,1.31,1.02,15.69,10020000000.0,1770000000.0,2590000000.0,232260000.0,1.92,7.80,7.80,574880000.0,7.48,2590000000.0,1.48,41.46,511340000.0,1.43,1.14,83.95,1.14,0.00,0.00,1.14,62.06,141670000.0,N/A
242,N/A,N/A,jnj,N/A,N/A,N/A,N/A,N/A,47.82,276.40425531914894,N/A,4.71,1.70,25.13,1.80,1.80,27.85,349457900000.0,376800000000.0,15.19,2.08,4.93,15.54,71890000000.0,50200000000.0,24240000000.0,1300000000.0,0.47,11.50,11.50,18770000000.0,6.06,35380000000.0,76450000000.0,27.55,11.50,0.53,0.05,68.50,13210000.0,2.43,0.49,13610000.0,129.91,2690000000.0,N/A
243,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,45.64,32.3625,N/A,2.05,6.09,18.48,5.96,6.35,13.31,9706937700.0,8890000000.0,12.04,1.78,1.77,7.74,4990000000.0,3100000000.0,1150000000.0,306200000.0,0.80,61.13,61.13,1110000000.0,8.16,2140000000.0000002,2.41,12.60,1260000000.0,1.32,2.58,89.35,18790000.0,2.73,5.71,20980000.0,25.89,374930000.0,N/A
244,N/A,N/A,jpm,N/A,N/A,N/A,N/A,N/A,26.38,18.25515055467512,N/A,1.72,26.09,37.59,0.97,9.59,26.38,393949800000.0,11.74,11.74,1.48,25.97,25.97,90310000000.0,90310000000.0,558660000000.0,22570000000.0,6.31,1.50,1.50,20200000000.0,295.02,558660000000.0,93690000000.0,67.05,1.50,1.21,0.71,75.20,23270000.0,2.03,0.66,28210000.0,115.19,3420000000.0,N/A
245,N/A,N/A,jwn,N/A,N/A,N/A,N/A,N/A,320.61,17.442508710801395,N/A,9.77,3.23,6.62,7.73,56.83,89.70,8338994800.0,10640000000.0,15.45,3.73,0.70,6.48,14760000000.0,5320000000.0,1640000000.0,2.87,2.87,2.50,2.50,1650000000.0,4.03,2740000000.0,1.00,5.13,1370000000.0,0.74,31.45,61.25,22050000.0,7.23,18.94,20120000.0,50.06,166580000.0,N/A
